village_id,state,district_code,latitude,longitude,population,ntl_2019,ntl_2024,ntl_growth_abs,ntl_growth_pct,ndbi_2020,ndbi_2025,ndbi_delta,built_area_ha_2020,built_area_ha_2025,built_growth_pct,ndvi_2019,ndvi_2024,ndvi_trend,road_connected,road_type,dist_to_town_km,antyodaya_score,has_telecom_tower,growth_tier_label
UT070126,Uttar Pradesh,7,27.31277,83.90738,1215,2.5401,4.4756,1.9355,73.31,-0.0736,-0.0156,0.0579,87.6,110.3,25.59,0.3395,0.4893,0.02996,0,1,9.9,67.8,1,medium
UT210127,Uttar Pradesh,21,28.76554,84.5652,1656,3.2648,3.7297,0.4649,13.82,-0.2354,-0.1831,0.0523,36.0,51.8,42.61,0.3477,0.4479,0.02004,1,0,15.4,43.5,0,medium
UT160128,Uttar Pradesh,16,25.18341,80.89776,598,0.8941,1.3122,0.4181,42.05,0.134,0.1415,0.0075,60.7,64.3,5.81,0.3972,0.4273,0.00601,1,2,29.4,67.3,0,low
UT180129,Uttar Pradesh,18,26.01155,84.40927,280,0.8056,1.0902,0.2846,31.43,-0.2986,-0.2831,0.0155,15.5,23.1,46.73,0.6932,0.635,-0.01165,1,2,18.1,66.4,1,low
UT060130,Uttar Pradesh,6,27.30938,78.05883,1583,1.571,1.9511,0.3801,22.75,-0.1415,-0.1435,-0.002,96.1,94.8,-1.38,0.3798,0.3829,0.00062,1,0,28.7,75.1,0,low
UT240131,Uttar Pradesh,24,27.76554,83.7564,2311,0.8901,1.0569,0.1668,16.84,-0.1518,-0.1339,0.0179,30.2,38.7,27.08,0.477,0.4217,-0.01106,0,2,16.7,67.0,0,low
UT160132,Uttar Pradesh,16,30.49382,78.67449,323,0.4285,0.8547,0.4263,80.66,-0.2466,-0.2372,0.0095,54.7,57.4,4.9,0.2562,0.1636,-0.01852,0,1,20.1,83.8,1,low
UT180133,Uttar Pradesh,18,24.4243,83.24598,1414,0.8304,1.0539,0.2235,24.02,0.0759,0.0835,0.0077,51.5,55.7,7.96,0.6125,0.6413,0.00575,1,2,59.1,88.7,1,low
UT130134,Uttar Pradesh,13,24.908,82.43959,1914,7.9399,18.1524,10.2126,127.02,-0.1777,-0.0136,0.164,41.8,128.0,201.26,0.2962,0.5603,0.05282,1,2,11.3,16.4,1,high
UT260135,Uttar Pradesh,26,27.87625,79.08402,413,0.5727,0.9758,0.403,59.91,0.1466,0.1572,0.0107,93.0,99.7,7.16,0.5099,0.4215,-0.01768,0,1,51.4,97.8,1,low
UT120136,Uttar Pradesh,12,29.03472,78.65474,983,0.5627,0.4715,-0.0912,-13.76,-0.1889,-0.1926,-0.0038,86.0,84.0,-2.32,0.3754,0.4003,0.00498,1,2,52.5,94.5,1,low
UT220137,Uttar Pradesh,22,27.04889,77.53988,1085,2.5099,3.6825,1.1725,44.93,-0.0883,-0.0416,0.0467,81.4,95.1,16.63,0.3184,0.3371,0.00374,0,0,19.2,43.7,0,medium
UT090138,Uttar Pradesh,9,29.76578,79.09019,282,1.3072,1.4369,0.1297,9.22,-0.0811,-0.0818,-0.0007,120.1,119.8,-0.19,0.6374,0.648,0.00212,0,1,16.3,61.6,0,low
UT060139,Uttar Pradesh,6,29.3279,84.59506,2743,6.1288,8.9684,2.8396,45.59,0.085,0.1798,0.0948,52.0,110.5,110.34,0.4609,0.6016,0.02815,1,2,2.9,33.0,1,high
UT240140,Uttar Pradesh,24,24.41069,81.64468,1289,6.5695,12.1849,5.6154,84.2,-0.0326,0.1235,0.1561,80.5,181.7,124.15,0.4977,0.7186,0.04417,1,2,13.8,15.7,1,high
UT100141,Uttar Pradesh,10,26.96007,80.93692,927,0.9868,0.9741,-0.0127,-1.17,0.1911,0.1926,0.0015,120.3,120.7,0.35,0.4891,0.4788,-0.00207,1,0,37.8,68.1,0,low
UT260142,Uttar Pradesh,26,29.40621,80.52032,1157,0.8094,1.0352,0.2258,24.82,-0.2504,-0.2417,0.0087,31.1,34.0,8.99,0.4032,0.4422,0.0078,1,1,19.9,84.2,0,low
UT040143,Uttar Pradesh,4,30.42209,79.95936,813,1.1324,1.5398,0.4074,33.06,-0.1966,-0.1788,0.0178,70.7,77.8,9.9,0.3344,0.3841,0.00994,1,0,55.5,60.2,0,low
UT070144,Uttar Pradesh,7,26.21955,78.63863,619,0.6547,1.0377,0.3831,50.76,0.1761,0.1676,-0.0085,138.3,133.4,-3.5,0.2085,0.2525,0.00881,0,1,39.4,58.2,0,low
UT120145,Uttar Pradesh,12,25.02183,84.31377,308,0.8426,0.9023,0.0597,6.34,0.0112,0.0292,0.018,138.0,147.2,6.62,0.5346,0.5569,0.00445,0,1,19.6,98.2,0,low
UT050146,Uttar Pradesh,5,26.50319,80.17592,828,2.108,3.5986,1.4906,67.51,-0.2471,-0.1964,0.0507,48.2,85.0,74.79,0.4678,0.5951,0.02545,1,1,20.6,49.5,1,medium
UT260147,Uttar Pradesh,26,24.22854,79.4559,821,0.4628,0.5419,0.0791,14.05,-0.1609,-0.1654,-0.0045,81.2,79.9,-1.57,0.532,0.4677,-0.01287,1,1,45.7,74.3,0,low
UT270148,Uttar Pradesh,27,27.7913,82.58417,586,0.8631,0.925,0.0618,6.42,0.1946,0.1925,-0.002,69.9,69.3,-0.73,0.6997,0.7201,0.00407,0,0,18.5,73.5,1,low
UT030149,Uttar Pradesh,3,27.32969,80.70405,528,0.7057,1.0093,0.3036,37.68,-0.0473,-0.0369,0.0104,135.4,141.4,4.44,0.4467,0.4852,0.0077,1,0,28.6,71.6,1,low
UT170150,Uttar Pradesh,17,24.71592,79.96032,9096,5.8093,8.7344,2.9252,49.5,-0.2495,-0.1992,0.0503,54.8,70.9,28.9,0.6603,0.8825,0.04444,1,2,14.6,34.2,1,high
UT070151,Uttar Pradesh,7,26.64172,83.15121,1289,0.6786,0.6514,-0.0272,-3.49,-0.1049,-0.0975,0.0074,45.1,48.4,7.0,0.6216,0.6182,-0.00067,1,1,42.3,87.4,0,low
UT150152,Uttar Pradesh,15,28.02729,82.04253,336,1.2904,1.4742,0.1838,13.22,-0.069,-0.0519,0.0171,65.4,77.4,18.01,0.6704,0.6711,0.00013,1,1,39.4,57.8,1,low
UT230153,Uttar Pradesh,23,28.5392,79.23284,335,0.7001,0.6107,-0.0894,-11.17,0.0156,0.0105,-0.0051,40.2,38.0,-5.33,0.5005,0.5278,0.00546,1,0,18.8,71.2,0,low
UT220154,Uttar Pradesh,22,25.54366,84.43979,1910,7.047,13.1914,6.1443,85.97,0.0812,0.1449,0.0637,131.5,167.6,27.29,0.6029,0.7857,0.03657,1,1,9.2,20.9,1,high
UT010155,Uttar Pradesh,1,28.1088,80.8267,1362,0.9263,1.0293,0.103,10.04,-0.1953,-0.2041,-0.0088,89.2,83.1,-6.79,0.5003,0.4798,-0.0041,1,1,19.0,86.2,0,low
UT200156,Uttar Pradesh,20,29.73587,78.54668,1987,3.5143,3.8544,0.3401,9.41,-0.1504,-0.13,0.0204,41.1,47.5,15.16,0.3555,0.4717,0.02325,1,1,24.1,49.7,1,medium
UT220157,Uttar Pradesh,22,30.20375,83.64368,1797,2.1597,2.5149,0.3552,15.72,-0.0304,0.0038,0.0342,93.5,116.5,24.27,0.6984,0.7465,0.00961,1,1,28.9,32.2,1,medium
UT050158,Uttar Pradesh,5,28.64073,84.02741,714,0.7696,1.1194,0.3498,40.22,-0.1201,-0.1179,0.0022,51.4,52.5,2.06,0.6184,0.5429,-0.01509,1,0,21.5,82.3,0,low
UT020159,Uttar Pradesh,2,25.34318,83.64323,1576,3.1617,4.8988,1.7371,53.26,0.1904,0.2117,0.0213,174.9,182.2,4.16,0.2333,0.2371,0.00074,1,2,13.5,48.4,0,medium
UT190160,Uttar Pradesh,19,24.55975,81.24944,584,0.8305,1.1807,0.3502,37.63,-0.1527,-0.1549,-0.0022,69.3,68.8,-0.8,0.3416,0.3738,0.00644,0,2,30.4,75.4,1,low
UT170161,Uttar Pradesh,17,27.26183,80.32611,607,2.4712,4.115,1.6439,63.93,-0.1492,-0.0964,0.0527,47.8,64.1,33.35,0.326,0.4132,0.01745,1,0,28.6,60.6,1,medium
UT220162,Uttar Pradesh,22,24.736,80.08838,883,3.3565,4.1424,0.7859,22.74,-0.1272,-0.0953,0.0319,74.0,96.9,30.39,0.6739,0.7424,0.01369,1,2,18.9,37.6,1,medium
UT050163,Uttar Pradesh,5,24.97355,77.4984,220,0.6936,0.8588,0.1651,20.8,0.1468,0.1595,0.0127,70.6,74.6,5.59,0.3728,0.394,0.00423,0,0,44.5,68.9,0,low
UT100164,Uttar Pradesh,10,25.41558,82.14549,534,0.8976,1.0109,0.1133,11.36,-0.0144,-0.002,0.0124,86.6,94.8,9.3,0.665,0.6467,-0.00365,0,2,19.0,68.1,0,low
UT180165,Uttar Pradesh,18,29.2472,80.49321,660,1.9282,3.3578,1.4296,70.48,-0.2111,-0.179,0.0321,71.4,92.1,28.61,0.5196,0.6303,0.02212,1,0,11.8,37.1,1,medium
UT260166,Uttar Pradesh,26,30.3214,81.13463,503,0.7218,1.1506,0.4288,52.17,0.135,0.1441,0.0091,88.7,94.3,6.26,0.4267,0.4751,0.00968,1,1,51.2,92.2,0,low
UT270167,Uttar Pradesh,27,25.42603,80.52906,526,1.0978,1.5726,0.4747,39.63,-0.2102,-0.2172,-0.007,74.4,70.9,-4.69,0.2274,0.2077,-0.00394,1,1,17.7,98.3,1,low
UT110168,Uttar Pradesh,11,24.6896,82.09539,257,1.3791,1.3792,0.0002,0.01,0.1547,0.1505,-0.0042,137.3,136.1,-0.87,0.3134,0.3531,0.00794,0,0,18.2,58.5,0,low
UT090169,Uttar Pradesh,9,26.21145,83.50503,715,0.5533,0.7446,0.1914,29.3,-0.2951,-0.3029,-0.0077,15.6,10.0,-33.54,0.2531,0.2794,0.00526,1,1,20.2,76.7,1,low
UT210170,Uttar Pradesh,21,29.20757,79.86656,707,1.8725,3.2749,1.4024,71.1,0.0775,0.1141,0.0366,148.9,173.8,16.66,0.2861,0.4178,0.02634,1,2,11.5,32.0,0,medium
UT130171,Uttar Pradesh,13,25.88739,83.70499,200,1.6509,2.0253,0.3743,21.38,-0.2534,-0.2494,0.004,41.4,43.0,3.78,0.3875,0.3639,-0.00473,1,1,33.6,81.0,0,low
UT010172,Uttar Pradesh,1,28.36984,80.86606,389,1.1709,1.5764,0.4055,31.91,-0.0646,-0.0699,-0.0053,56.2,54.3,-3.41,0.2417,0.281,0.00786,1,0,49.5,79.0,0,low
UT190173,Uttar Pradesh,19,25.56877,77.59688,1325,0.696,1.04,0.344,43.22,0.0502,0.0523,0.0021,117.6,118.2,0.44,0.2047,0.226,0.00426,1,2,27.0,55.8,1,low
UT190174,Uttar Pradesh,19,29.39129,79.30036,660,2.678,4.3425,1.6645,59.92,0.1498,0.207,0.0572,147.7,184.3,24.57,0.2655,0.2707,0.00103,0,2,12.0,52.3,0,medium
UT090175,Uttar Pradesh,9,28.0208,79.35484,200,0.8457,1.1993,0.3536,37.39,-0.1452,-0.1456,-0.0004,48.6,48.3,-0.59,0.3608,0.4105,0.00995,0,1,24.5,62.1,1,low
UT010176,Uttar Pradesh,1,27.79552,77.62649,1603,1.9535,3.8602,1.9067,92.85,-0.0696,-0.0515,0.0181,103.8,116.2,11.81,0.5131,0.5321,0.00379,1,2,17.7,34.2,1,medium
UT280177,Uttar Pradesh,28,28.74428,80.12309,1910,0.673,0.9396,0.2666,34.49,0.0781,0.0764,-0.0017,88.4,87.3,-1.26,0.3782,0.2933,-0.01697,1,2,36.8,62.9,1,low
UT060178,Uttar Pradesh,6,25.45964,80.53784,1780,10.2852,13.4113,3.1261,30.1,0.167,0.2699,0.1029,107.5,174.1,61.35,0.4282,0.63,0.04036,1,2,4.1,44.0,1,high
UT230179,Uttar Pradesh,23,27.07733,81.66009,559,0.8197,1.3006,0.4809,52.28,-0.0001,0.0108,0.0109,91.5,97.1,6.08,0.2846,0.2329,-0.01033,1,0,56.6,91.8,0,low
UT020180,Uttar Pradesh,2,29.82169,77.95876,1003,0.4033,0.3463,-0.057,-11.32,0.0818,0.1016,0.0198,57.3,71.0,23.42,0.4637,0.4875,0.00475,1,2,43.9,84.4,1,low
UT170181,Uttar Pradesh,17,28.64036,80.64814,208,1.3815,1.5975,0.216,14.58,-0.2668,-0.2471,0.0197,40.7,55.0,34.17,0.323,0.3028,-0.00404,0,1,24.7,78.3,1,low
UT030182,Uttar Pradesh,3,27.1806,80.89558,1866,7.9747,13.2679,5.2932,65.55,-0.2789,-0.207,0.0719,54.4,107.8,96.33,0.6729,0.9,0.04818,1,2,16.4,13.5,0,high
UT180183,Uttar Pradesh,18,26.80139,78.32838,996,3.2721,4.053,0.7809,23.16,-0.2879,-0.2418,0.0461,24.6,49.8,97.87,0.48,0.6019,0.02438,1,0,20.9,43.3,1,medium
UT030184,Uttar Pradesh,3,28.47142,83.56606,1838,0.4315,0.76,0.3285,61.8,-0.1048,-0.1023,0.0025,38.6,39.6,2.53,0.5319,0.5317,-3e-05,0,2,27.6,58.4,1,low
UT240185,Uttar Pradesh,24,26.84146,79.03584,1117,2.5255,4.4978,1.9723,75.12,-0.1398,-0.0875,0.0523,30.3,66.9,117.15,0.4787,0.6039,0.02503,1,0,26.8,30.3,1,medium
UT240186,Uttar Pradesh,24,29.70513,83.17994,1982,3.1432,4.1186,0.9754,30.08,-0.0153,-0.0013,0.0139,129.1,134.1,3.81,0.5344,0.6593,0.02499,1,1,26.4,34.5,1,medium
UT140187,Uttar Pradesh,14,27.64227,82.53748,386,0.9724,1.0368,0.0644,6.01,-0.1639,-0.1624,0.0015,59.7,60.5,1.25,0.2183,0.1477,-0.01413,0,0,35.7,82.2,0,low
UT260188,Uttar Pradesh,26,27.52674,78.77114,1076,0.6052,0.8837,0.2785,39.5,-0.1037,-0.1034,0.0003,95.1,95.2,0.08,0.6757,0.669,-0.00133,0,0,31.7,86.8,1,low
UT220189,Uttar Pradesh,22,30.48429,83.74076,3609,0.4164,0.9148,0.4985,96.53,-0.2117,-0.2043,0.0074,65.1,67.7,3.85,0.5124,0.4629,-0.00991,0,0,48.5,93.7,1,low
UT040190,Uttar Pradesh,4,29.85765,82.70508,363,0.5871,1.0189,0.4318,62.85,0.161,0.1542,-0.0069,182.5,177.5,-2.76,0.2231,0.1765,-0.00933,1,1,55.1,91.4,1,low
UT210191,Uttar Pradesh,21,28.36294,77.23899,1248,3.4035,5.0121,1.6086,45.91,0.1414,0.1773,0.0359,156.2,182.5,16.71,0.2368,0.3774,0.02813,1,2,26.4,40.3,1,medium
UT050192,Uttar Pradesh,5,25.80218,84.57479,705,6.0076,11.4097,5.4022,88.45,-0.2967,-0.2348,0.062,30.2,59.2,93.1,0.3397,0.4687,0.02578,1,1,16.9,34.8,1,high
UT240193,Uttar Pradesh,24,28.72536,81.40674,616,2.7093,3.5214,0.8121,28.91,-0.0003,0.0468,0.0471,112.0,127.4,13.72,0.5441,0.6079,0.01276,1,0,16.6,55.0,1,medium
UT260194,Uttar Pradesh,26,25.61813,79.46573,3214,0.8343,1.1126,0.2783,29.79,0.1663,0.1753,0.009,93.0,96.5,3.79,0.3998,0.4277,0.00557,0,1,21.6,63.4,1,low
UT070195,Uttar Pradesh,7,29.48862,78.8181,200,0.3997,0.5586,0.1589,31.8,-0.1733,-0.155,0.0182,50.6,58.6,15.56,0.4059,0.4151,0.00183,1,0,24.3,75.5,0,low
UT190196,Uttar Pradesh,19,27.02048,83.23759,1342,3.0598,3.561,0.5012,15.86,-0.175,-0.1393,0.0356,66.1,82.3,24.08,0.5307,0.5921,0.01228,1,0,14.6,60.0,1,medium
UT240197,Uttar Pradesh,24,28.85336,77.71305,938,3.1149,3.772,0.6571,20.44,-0.1417,-0.1242,0.0175,91.5,99.7,8.92,0.4453,0.5512,0.02118,1,1,29.8,45.8,0,medium
UT230198,Uttar Pradesh,23,25.5912,82.17243,2725,2.7687,3.8103,1.0416,36.31,-0.2812,-0.2555,0.0257,21.6,36.1,64.13,0.2475,0.3567,0.02185,0,1,9.1,38.4,1,medium
UT070199,Uttar Pradesh,7,30.49832,78.85489,2221,2.7205,4.547,1.8264,64.75,-0.2869,-0.2467,0.0402,27.2,38.9,41.66,0.3296,0.335,0.00108,1,2,17.8,42.9,1,medium
UT020200,Uttar Pradesh,2,27.95579,81.2549,2735,2.2303,4.0746,1.8443,79.15,0.0601,0.0749,0.0148,113.7,120.0,5.57,0.5783,0.6823,0.02081,1,2,21.6,49.9,0,medium
UT180201,Uttar Pradesh,18,29.23963,79.68643,214,0.9373,1.3619,0.4246,40.94,-0.1655,-0.1511,0.0144,59.5,69.8,17.12,0.6439,0.5593,-0.01693,0,0,56.0,71.1,0,low
UT020202,Uttar Pradesh,2,30.09735,78.16382,680,0.616,0.7855,0.1695,23.67,-0.0926,-0.0806,0.012,53.5,60.1,12.2,0.4926,0.4481,-0.00891,0,1,47.8,93.8,0,low
UT040203,Uttar Pradesh,4,26.52753,77.36036,519,4.0994,4.7351,0.6357,15.14,0.0424,0.0917,0.0493,99.6,120.1,20.37,0.5702,0.6942,0.0248,1,0,13.8,50.8,0,medium
UT270204,Uttar Pradesh,27,28.00222,82.25123,872,2.2203,3.6165,1.3963,60.18,0.1755,0.2007,0.0252,99.4,108.9,9.43,0.4671,0.4826,0.00309,0,1,10.8,45.1,1,medium
UT060205,Uttar Pradesh,6,25.93993,81.8495,531,0.7109,0.6914,-0.0195,-2.41,-0.1526,-0.1626,-0.0099,103.5,98.4,-4.87,0.3024,0.2526,-0.00996,0,0,41.2,85.8,1,low
UT200206,Uttar Pradesh,20,27.03933,83.64954,1803,1.4276,1.8665,0.4389,28.73,-0.2469,-0.2363,0.0107,71.9,78.8,9.54,0.2816,0.2189,-0.01252,1,0,38.7,74.9,0,low
UT280207,Uttar Pradesh,28,26.53989,83.01046,859,3.221,4.2228,1.0018,30.17,-0.1741,-0.1334,0.0407,30.7,44.6,43.83,0.5792,0.7017,0.02451,1,1,21.0,50.4,1,medium
UT110208,Uttar Pradesh,11,26.14096,81.46725,575,1.0891,1.3925,0.3034,25.51,-0.0815,-0.068,0.0135,110.1,119.1,8.1,0.6781,0.6828,0.00095,1,0,59.7,82.7,0,low
UT210209,Uttar Pradesh,21,28.3714,82.35237,286,0.7967,1.1433,0.3466,38.66,-0.0841,-0.0705,0.0136,76.7,83.2,8.41,0.5925,0.6158,0.00465,1,2,44.1,93.4,0,low
UT200210,Uttar Pradesh,20,29.2825,78.00779,200,0.6483,0.9706,0.3223,43.08,0.1315,0.135,0.0035,145.3,147.2,1.31,0.4691,0.4394,-0.00594,1,0,52.3,86.6,0,low
UT290211,Uttar Pradesh,29,29.50087,79.70839,830,2.065,3.2316,1.1665,53.88,-0.0758,-0.0482,0.0275,44.6,52.1,16.54,0.5877,0.7018,0.02282,1,0,29.7,38.0,1,medium
UT250212,Uttar Pradesh,25,25.34444,81.97058,2498,2.4059,4.3803,1.9744,78.79,-0.179,-0.1242,0.0548,76.8,115.7,49.93,0.6559,0.6856,0.00593,1,1,10.2,68.6,1,medium
UT040213,Uttar Pradesh,4,24.71766,80.1883,732,1.0016,0.9565,-0.0451,-4.09,-0.2094,-0.1951,0.0143,83.2,88.1,5.83,0.689,0.7381,0.00983,0,0,48.0,96.2,1,low
UT200214,Uttar Pradesh,20,30.21347,84.01708,1587,2.338,3.9875,1.6495,67.66,-0.2461,-0.2012,0.0449,41.4,66.6,59.36,0.6843,0.7428,0.0117,0,2,26.0,53.8,1,medium
UT230215,Uttar Pradesh,23,26.31804,79.19034,572,0.6546,1.093,0.4385,58.11,-0.0574,-0.0511,0.0063,77.8,80.3,3.08,0.3966,0.3547,-0.00837,1,0,27.1,65.0,0,low
UT130216,Uttar Pradesh,13,24.062,80.06196,670,0.8069,1.0247,0.2178,24.01,0.0277,0.0302,0.0026,57.9,59.2,2.06,0.404,0.4071,0.00062,1,2,57.8,55.7,1,low
UT010217,Uttar Pradesh,1,28.38243,78.68335,1515,3.715,4.9597,1.2447,32.63,-0.0476,-0.0197,0.0279,76.5,91.1,18.84,0.4767,0.5226,0.00918,1,2,17.7,45.8,1,medium
UT290218,Uttar Pradesh,29,30.24664,77.09938,1489,2.1034,4.0136,1.9102,86.69,-0.0512,-0.0382,0.013,48.2,56.0,16.0,0.4669,0.4682,0.00028,1,1,12.1,40.6,1,medium
UT250219,Uttar Pradesh,25,29.38446,79.45464,1418,3.136,4.904,1.768,54.64,-0.1927,-0.1574,0.0353,80.6,102.6,26.87,0.6233,0.628,0.00095,1,2,21.7,56.3,1,medium
UT110220,Uttar Pradesh,11,27.12436,80.40477,1664,2.1528,3.1647,1.0119,44.92,-0.273,-0.2378,0.0352,22.3,33.3,47.1,0.2505,0.28,0.00589,1,1,8.4,65.9,0,medium
UT230221,Uttar Pradesh,23,27.61554,80.12672,303,0.6857,0.6524,-0.0334,-4.25,-0.1244,-0.11,0.0144,65.0,71.8,10.36,0.2081,0.1256,-0.01649,0,1,16.0,62.1,0,low
UT020222,Uttar Pradesh,2,25.42216,80.96671,5616,0.455,0.5961,0.1412,25.44,0.0273,0.0386,0.0113,108.0,112.8,4.36,0.2419,0.2909,0.00978,1,0,30.4,78.0,0,low
UT180223,Uttar Pradesh,18,28.76096,84.09166,800,0.9649,0.9016,-0.0632,-5.94,-0.2279,-0.2103,0.0176,46.1,55.9,20.7,0.2524,0.2205,-0.00637,1,2,46.1,65.1,1,low
UT250224,Uttar Pradesh,25,29.31318,84.09251,944,0.4758,0.8621,0.3863,67.08,0.0491,0.0484,-0.0007,143.9,143.4,-0.34,0.4469,0.3484,-0.01971,1,0,49.0,83.7,1,low
UT050225,Uttar Pradesh,5,27.42596,77.29034,200,0.7552,1.0881,0.3329,38.93,0.1237,0.1244,0.0007,148.8,149.0,0.14,0.303,0.2252,-0.01557,1,2,51.5,92.1,0,low
UT220226,Uttar Pradesh,22,29.68829,77.20218,2221,9.969,17.164,7.195,71.46,-0.0747,0.0613,0.136,88.5,172.6,93.89,0.4857,0.705,0.04386,1,2,14.1,29.4,1,high
UT120227,Uttar Pradesh,12,27.09769,79.2501,1798,1.1048,1.2292,0.1244,10.32,-0.2794,-0.2819,-0.0025,44.3,43.0,-2.82,0.4012,0.3254,-0.01515,1,2,42.8,85.8,1,low
UT070228,Uttar Pradesh,7,26.39256,77.95059,674,2.6439,4.3605,1.7166,62.56,0.0598,0.1121,0.0523,68.6,85.5,24.23,0.3581,0.3967,0.0077,1,1,8.9,68.0,1,medium
UT150229,Uttar Pradesh,15,25.64709,80.83821,2007,2.8818,4.0565,1.1747,39.4,0.0301,0.076,0.0459,45.1,78.0,71.34,0.5527,0.6719,0.02384,1,2,8.8,65.0,1,medium
UT070230,Uttar Pradesh,7,27.39751,78.2015,607,2.8679,3.4139,0.546,18.4,-0.1887,-0.1315,0.0572,61.2,88.6,44.18,0.3629,0.4534,0.01808,1,2,29.2,58.4,1,medium
UT180231,Uttar Pradesh,18,26.09886,80.65768,754,0.8607,1.1182,0.2576,26.81,0.0165,0.0191,0.0026,135.7,137.3,1.22,0.2927,0.2878,-0.00097,0,0,19.9,64.9,0,low
UT170232,Uttar Pradesh,17,24.19691,82.85688,3583,0.4991,0.5382,0.0391,6.53,-0.2971,-0.2942,0.0029,46.1,47.8,3.68,0.5604,0.5697,0.00185,1,2,19.2,85.5,0,low
UT050233,Uttar Pradesh,5,29.14739,81.43094,643,0.9936,0.8959,-0.0977,-8.94,-0.1409,-0.1374,0.0035,78.2,80.0,2.31,0.3963,0.34,-0.01126,1,0,49.1,90.9,0,low
UT140234,Uttar Pradesh,14,27.33774,78.05762,271,0.826,0.9962,0.1702,18.38,-0.2788,-0.2698,0.009,54.9,58.7,6.66,0.3211,0.2465,-0.01493,1,1,28.3,68.0,0,low
UT060235,Uttar Pradesh,6,24.51863,80.17657,381,3.4955,5.2251,1.7296,48.1,0.0047,0.046,0.0413,147.9,167.9,13.42,0.4868,0.5871,0.02005,1,2,9.4,49.7,1,medium
UT110236,Uttar Pradesh,11,29.87724,81.57648,897,0.7301,1.0192,0.2891,34.83,0.1423,0.1508,0.0085,184.4,189.7,2.87,0.304,0.2547,-0.00987,1,0,58.9,85.3,0,low
UT080237,Uttar Pradesh,8,29.43066,78.23616,505,0.6332,0.6013,-0.0319,-4.35,-0.275,-0.2829,-0.0079,29.3,24.9,-14.57,0.4216,0.4165,-0.00102,1,1,16.3,87.2,1,low
UT250238,Uttar Pradesh,25,27.77025,82.46968,1904,2.9829,3.2987,0.3157,10.24,-0.0558,-0.0115,0.0443,89.3,107.0,19.67,0.2836,0.3184,0.00697,1,2,9.6,51.1,1,medium
UT020239,Uttar Pradesh,2,29.48736,80.28621,2213,1.2077,1.3203,0.1125,8.61,-0.1685,-0.1612,0.0073,36.0,39.4,9.42,0.3929,0.4,0.00143,0,0,54.9,71.0,1,low
UT260240,Uttar Pradesh,26,26.91348,80.39417,2428,10.4312,17.5529,7.1217,67.62,-0.1199,0.045,0.1649,46.2,163.1,247.73,0.6076,0.7636,0.0312,1,2,5.0,27.5,1,high
UT050241,Uttar Pradesh,5,30.21413,78.63199,955,6.9582,18.4589,11.5007,162.94,-0.2103,-0.0839,0.1264,25.7,117.9,344.57,0.271,0.4147,0.02875,1,2,6.6,44.3,1,high
UT010242,Uttar Pradesh,1,25.47797,78.71528,723,8.0178,15.9494,7.9316,97.71,-0.2066,-0.0957,0.111,44.1,77.8,74.8,0.2728,0.5637,0.05818,1,2,13.2,12.5,1,high
UT110243,Uttar Pradesh,11,29.3607,80.05639,264,0.4661,0.7786,0.3124,55.19,-0.2211,-0.2236,-0.0024,46.3,45.3,-2.15,0.2071,0.1301,-0.0154,1,1,47.7,96.2,0,low
UT200244,Uttar Pradesh,20,29.38089,77.17179,642,0.8126,1.1324,0.3198,35.05,-0.2478,-0.2283,0.0195,72.2,84.1,16.27,0.2952,0.2616,-0.00674,1,1,32.3,59.8,0,low
UT240245,Uttar Pradesh,24,26.44652,82.1092,626,10.9051,18.018,7.113,64.63,0.1772,0.347,0.1698,107.7,226.7,109.55,0.6587,0.8388,0.03601,1,2,11.2,32.7,1,high
UT130246,Uttar Pradesh,13,27.09718,79.47538,1211,0.4698,0.8618,0.3919,68.78,-0.1572,-0.1583,-0.0011,100.3,99.8,-0.49,0.3967,0.4237,0.0054,0,2,47.2,62.8,0,low
UT040247,Uttar Pradesh,4,27.24253,78.63465,3987,6.2507,13.4371,7.1864,113.16,0.0895,0.1833,0.0938,117.8,168.2,42.45,0.2654,0.5338,0.05368,1,2,8.8,39.1,1,high
UT020248,Uttar Pradesh,2,29.46921,81.9206,4653,8.3998,12.827,4.4271,52.09,0.1958,0.3661,0.1703,75.2,200.4,164.38,0.6737,0.9,0.04536,1,1,9.4,24.0,1,high
UT010249,Uttar Pradesh,1,24.57984,78.6048,561,1.8675,2.1929,0.3254,16.54,-0.043,0.0133,0.0563,76.9,117.2,51.66,0.5924,0.6121,0.00393,1,2,26.2,68.3,1,medium
UT160250,Uttar Pradesh,16,28.88328,82.15673,699,1.8217,2.251,0.4293,22.34,-0.1178,-0.1274,-0.0096,80.6,73.7,-8.37,0.225,0.1483,-0.01534,0,0,50.5,83.0,1,low
UT050251,Uttar Pradesh,5,26.18381,78.17415,993,0.8259,1.2859,0.46,49.68,-0.2975,-0.2947,0.0028,23.1,24.3,4.61,0.4584,0.3979,-0.0121,0,1,40.5,57.5,0,low
UT160252,Uttar Pradesh,16,29.2771,82.46369,826,3.9825,4.6569,0.6744,16.52,0.0714,0.105,0.0337,162.4,176.6,8.69,0.6817,0.7763,0.01892,0,1,28.9,42.2,1,medium
